ids,annotatorId,texts,counterSpeechs,counterSpeechTypes,textTypes,hatespeech_trans,counterspeech_trans,sim
3306,ARK4WBXJISCNB,"फिर भी, सरकार केवल झूठ बोलती है और वास्तविक मुद्दों से ध्यान हटाने की कोशिश करती है।","दूसरों और सरकार का अनादर न करें। सरकार, सरकार के मुद्दे और उनकी नीतियों को पालतू कहने से लोगों का सरकार पर से भरोसा उठ जाएगा। यदि आपके पास कोई समस्या है, तो उन्हें तथ्यों के साथ बेहतर तरीके से प्रस्तुत करें।","['Shaming', 'Warning-of-Consequences']",Hate,"তবুও, সরকার কেবল মিথ্যা বলে এবং বাস্তব বিষয়গুলি থেকে দৃষ্টি আকর্ষণ করার চেষ্টা করে।","অন্যকে এবং সরকারকে অসম্মান করবেন না। সরকারকে আহ্বান জানানো, সরকারী ইস্যু এবং তাদের নীতিমালা গৃহপালিত সরকারের উপর আস্থা হারাবে। আপনার যদি সমস্যা হয় তবে তাদের সত্যের সাথে আরও ভাল উপস্থাপন করুন।",0.99036855
358,ARK4WBXJISCNB,"आमिर खान, शाहरुख खान, सैफ खान इनका तो समझ आता है कि ये राम मंदिर निर्माण की बधाई नहीं दे सकते क्योंकि ये मुसलमान हैं लेकिन अमिताभ बच्चन और भी अन्य कई हिंदू अभिनेताओं ने राम मंदिर निर्माण की हिंदुओं को बधाई क्यों नहीं दी????","यदि कोई व्यक्ति कुछ नहीं करता है, तो इसका मतलब यह नहीं है कि वह इसके खिलाफ है। इस तरह के बयान हिंसा का कारण बन सकते हैं और ट्रिगर के रूप में कार्य करते हैं। कृपया भविष्य में ध्यान दें।",['Empathy'],Hate,"আমির খান, শাহরুখ খান, সাইফ খান বুঝতে পেরেছেন যে তারা রাম মন্দির নির্মাণের জন্য অভিনন্দন জানাতে পারেন না কারণ তারা মুসলমান কিন্তু আরও অনেক হিন্দু অভিনেতা রাম মন্দির নির্মাণের জন্য হিন্দুদের অভিনন্দন জানায়নি ????",যদি কোনও ব্যক্তি কিছু না করে তবে এর অর্থ এই নয় যে তিনি এর বিরোধী। এই জাতীয় বিবৃতি সহিংসতার কারণ হতে পারে এবং ট্রিগার হিসাবে কাজ করতে পারে। ভবিষ্যতে নোট করুন।,0.9554631
358,ARK4WBXJISCNB,"आमिर खान, शाहरुख खान, सैफ खान इनका तो समझ आता है कि ये राम मंदिर निर्माण की बधाई नहीं दे सकते क्योंकि ये मुसलमान हैं लेकिन अमिताभ बच्चन और भी अन्य कई हिंदू अभिनेताओं ने राम मंदिर निर्माण की हिंदुओं को बधाई क्यों नहीं दी????",कल्पना कीजिए कि इससे कितनी हिंसा होगी। वे ऐसा नहीं चाहते थे लेकिन अब भी आप ऐसी हिंसा की जड़ पैदा कर रहे हैं।,"['Hypocrisy', 'Warning-of-Consequences']",Hate,"আমির খান, শাহরুখ খান, সাইফ খান বুঝতে পেরেছেন যে তারা রাম মন্দির নির্মাণের জন্য অভিনন্দন জানাতে পারেন না কারণ তারা মুসলমান কিন্তু আরও অনেক হিন্দু অভিনেতা রাম মন্দির নির্মাণের জন্য হিন্দুদের অভিনন্দন জানায়নি ????","কল্পনা করুন যে কতটা সহিংসতা ঘটবে। তারা এটি চায়নি, তবে তবুও আপনি এই জাতীয় সহিংসতার মূল তৈরি করছেন।",0.9554631
358,A1DVIFCAZGUR0N,"आमिर खान, शाहरुख खान, सैफ खान इनका तो समझ आता है कि ये राम मंदिर निर्माण की बधाई नहीं दे सकते क्योंकि ये मुसलमान हैं लेकिन अमिताभ बच्चन और भी अन्य कई हिंदू अभिनेताओं ने राम मंदिर निर्माण की हिंदुओं को बधाई क्यों नहीं दी????","यह लोग करोड़ों लोगों के आदर्श हैं और बहुत लोग इनसे प्यार करते हैं, अगर वो भी यह सब करने लगेंगे तो फिर सही नहीं है, हो सकता है की लोगों को पसंद ना आये और उनकी प्रशंसा कम होने लगे।",['Shaming'],Normal,"আমির খান, শাহরুখ খান, সাইফ খান বুঝতে পেরেছেন যে তারা রাম মন্দির নির্মাণের জন্য অভিনন্দন জানাতে পারেন না কারণ তারা মুসলমান কিন্তু আরও অনেক হিন্দু অভিনেতা রাম মন্দির নির্মাণের জন্য হিন্দুদের অভিনন্দন জানায়নি ????","এই লোকেরা কোটি কোটি লোকের আদর্শ এবং অনেক লোক তাদের ভালবাসে, যদি তারা এগুলিও শুরু করে, তবে এটি সঠিক নয়, সম্ভবত লোকেরা পছন্দ করে না এবং তাদের প্রশংসা হ্রাস পেতে শুরু করে।",0.9554631
358,A1DVIFCAZGUR0N,"आमिर खान, शाहरुख खान, सैफ खान इनका तो समझ आता है कि ये राम मंदिर निर्माण की बधाई नहीं दे सकते क्योंकि ये मुसलमान हैं लेकिन अमिताभ बच्चन और भी अन्य कई हिंदू अभिनेताओं ने राम मंदिर निर्माण की हिंदुओं को बधाई क्यों नहीं दी????","यह सब फ़िल्मी कलाकार हैं और इनके फैंस सारे धर्मों से होते हैं तो इनको भी धर्मनिर्पेक्ष होना ज़रूरी है, यह उनके और उनके करियर के लिए समझदारी है।",['Empathy'],Normal,"আমির খান, শাহরুখ খান, সাইফ খান বুঝতে পেরেছেন যে তারা রাম মন্দির নির্মাণের জন্য অভিনন্দন জানাতে পারেন না কারণ তারা মুসলমান কিন্তু আরও অনেক হিন্দু অভিনেতা রাম মন্দির নির্মাণের জন্য হিন্দুদের অভিনন্দন জানায়নি ????","এগুলি সমস্ত চলচ্চিত্র অভিনেতা এবং যদি তাদের অনুরাগীরা সমস্ত ধর্ম থেকে আসে তবে তাদেরও ধর্মনিরপেক্ষ হতে হবে, এটি তাঁর এবং তাঁর কেরিয়ারের জন্য বুদ্ধিমান।",0.9554631
hi_hasoc_2021_5260,ARK4WBXJISCNB,"@nidhitripathi92 @AshokShrivasta6 दो मिनट का मौन उनके लिए भी जिनको बंगाल में चुनावी रैली दिखी ,  कोरोना दिखा किन्तु अब हिंसा , लूट अग्निकांड और महिलाओं को लुटती इज़्ज़त नहीं दिख रहीं 😡😡  #PresidentsRuleinBengal  #BengalBurning  #BengalViolence  #KhooniKhela  #WestBengalViolence",हमें झूठी खबरों पर नहीं बल्कि भावनाओं पर आधारित डेटा पर ध्यान देना चाहिए।,['Hypocrisy'],Hate,"@নিধিত্রিপথী 92 @অশোকশ্রিভাস্তা 6 দুই মিনিটের নীরবতাও বাংলায় একটি নির্বাচনের সমাবেশ দেখিয়েছিল, তবে এখন সহিংসতা, ডাকাতি আগুন এবং মহিলারা সন্ধ্যা লুটপাট দেখতে পাচ্ছেন না","আমাদের আবেগের উপর ভিত্তি করে ডেটাগুলিতে ফোকাস করা উচিত, মিথ্যা সংবাদে নয়।",0.9241261
hi_hasoc_2021_5260,ARK4WBXJISCNB,"@nidhitripathi92 @AshokShrivasta6 दो मिनट का मौन उनके लिए भी जिनको बंगाल में चुनावी रैली दिखी ,  कोरोना दिखा किन्तु अब हिंसा , लूट अग्निकांड और महिलाओं को लुटती इज़्ज़त नहीं दिख रहीं 😡😡  #PresidentsRuleinBengal  #BengalBurning  #BengalViolence  #KhooniKhela  #WestBengalViolence",बहुत सारे राज्यों में बहुत सारे मुद्दे हैं और सभी सरकारें उन्हें रोकने के लिए कड़ी मेहनत कर रही हैं। हमें उन्हें इस तरह गाली नहीं देनी चाहिए और उनकी मेहनत को अमूल्य समझना चाहिए।,"['Shaming', 'Warning-of-Consequences']",Hate,"@নিধিত্রিপথী 92 @অশোকশ্রিভাস্তা 6 দুই মিনিটের নীরবতাও বাংলায় একটি নির্বাচনের সমাবেশ দেখিয়েছিল, তবে এখন সহিংসতা, ডাকাতি আগুন এবং মহিলারা সন্ধ্যা লুটপাট দেখতে পাচ্ছেন না",অনেক রাজ্যে অনেকগুলি সমস্যা রয়েছে এবং সমস্ত সরকার তাদের থামাতে কঠোর পরিশ্রম করছে। আমাদের এভাবে তাদের অপব্যবহার করা উচিত নয় এবং তাদের কঠোর পরিশ্রমকে অমূল্য হিসাবে বিবেচনা করা উচিত নয়।,0.9241261
hi_hasoc_2021_5260,A1HFJSETMNC7BF,"@nidhitripathi92 @AshokShrivasta6 दो मिनट का मौन उनके लिए भी जिनको बंगाल में चुनावी रैली दिखी ,  कोरोना दिखा किन्तु अब हिंसा , लूट अग्निकांड और महिलाओं को लुटती इज़्ज़त नहीं दिख रहीं 😡😡  #PresidentsRuleinBengal  #BengalBurning  #BengalViolence  #KhooniKhela  #WestBengalViolence",हिंसा पर काबू पाने के लिए हमारी पुलिस पूरी कोशिश कर रही है। कृपया लोगों में दहशत पैदा न करें।,['Warning-of-Consequences'],Hate,"@নিধিত্রিপথী 92 @অশোকশ্রিভাস্তা 6 দুই মিনিটের নীরবতাও বাংলায় একটি নির্বাচনের সমাবেশ দেখিয়েছিল, তবে এখন সহিংসতা, ডাকাতি আগুন এবং মহিলারা সন্ধ্যা লুটপাট দেখতে পাচ্ছেন না",আমাদের পুলিশ সহিংসতা নিয়ন্ত্রণে আমাদের যথাসাধ্য চেষ্টা করছে। দয়া করে মানুষের মধ্যে আতঙ্ক তৈরি করবেন না।,0.9241261
hi_hasoc_2021_5260,A1HFJSETMNC7BF,"@nidhitripathi92 @AshokShrivasta6 दो मिनट का मौन उनके लिए भी जिनको बंगाल में चुनावी रैली दिखी ,  कोरोना दिखा किन्तु अब हिंसा , लूट अग्निकांड और महिलाओं को लुटती इज़्ज़त नहीं दिख रहीं 😡😡  #PresidentsRuleinBengal  #BengalBurning  #BengalViolence  #KhooniKhela  #WestBengalViolence",मुझे नहीं लगता कि बंगाल जल रहा है। अगर कुछ गलत हो रहा है तो सरकार निश्चित रूप से इस पर गौर करेगी।,['Empathy'],Hate,"@নিধিত্রিপথী 92 @অশোকশ্রিভাস্তা 6 দুই মিনিটের নীরবতাও বাংলায় একটি নির্বাচনের সমাবেশ দেখিয়েছিল, তবে এখন সহিংসতা, ডাকাতি আগুন এবং মহিলারা সন্ধ্যা লুটপাট দেখতে পাচ্ছেন না",আমি মনে করি না বাংলা জ্বলছে। যদি কিছু ভুল হয়ে যায় তবে সরকার অবশ্যই এটি খতিয়ে দেখবে।,0.9241261
hi_hasoc_2021_5217,A1HFJSETMNC7BF,"जब तक बंगाल मे हिंदुओं पर अत्याचार नहीं रुकेगा, TMC के गुंडों पर कानूनी कारवाई नहीं होगी तब तक देश चुप नहीं बैठेगा   @VHPDigital @FriendsOfVHP @RakeshSinha01 @RadhaRaman921 @iRakeshPanday @Gajjusay  #HindusLivesMatter  #BengalBurning  #CruelMamata   https://t.co/RDS6gyT9PB","प्रिय मित्र, फेक न्यूज पर विश्वास न करें, बंगाल में भी हिंदू सुरक्षित हैं।",['Empathy'],Hate,"বাংলায় হিন্দুদের উপর অত্যাচার বন্ধ না হওয়া পর্যন্ত, টিএমসি গুন্ডারা আইনানুগ ব্যবস্থা গ্রহণ করবে না ততক্ষণ দেশটি চুপ করে থাকবে না @ভিএইচপিডিজিটাল @ফ্রেন্ডসফভিএইচপি @রাউকসিনহা 01 @রাধারাকেম্যানে ৯২১","প্রিয় বন্ধু, জাল খবরে বিশ্বাস করবেন না, হিন্দুরাও বাংলায় নিরাপদ।",0.94245476
hi_hasoc_2021_5217,A1HFJSETMNC7BF,"जब तक बंगाल मे हिंदुओं पर अत्याचार नहीं रुकेगा, TMC के गुंडों पर कानूनी कारवाई नहीं होगी तब तक देश चुप नहीं बैठेगा   @VHPDigital @FriendsOfVHP @RakeshSinha01 @RadhaRaman921 @iRakeshPanday @Gajjusay  #HindusLivesMatter  #BengalBurning  #CruelMamata   https://t.co/RDS6gyT9PB",अगर कुछ लोग हिंसा में शामिल होंगे तो उन्हें सजा जरूर मिलेगी। चिंता मत करो।,['Affliation'],Hate,"বাংলায় হিন্দুদের উপর অত্যাচার বন্ধ না হওয়া পর্যন্ত, টিএমসি গুন্ডারা আইনানুগ ব্যবস্থা গ্রহণ করবে না ততক্ষণ দেশটি চুপ করে থাকবে না @ভিএইচপিডিজিটাল @ফ্রেন্ডসফভিএইচপি @রাউকসিনহা 01 @রাধারাকেম্যানে ৯২১",যদি কিছু লোক সহিংসতার সাথে জড়িত থাকে তবে তারা অবশ্যই শাস্তি পাবে। চিন্তা করবেন না।,0.94245476
hi_hasoc_2021_5217,ARK4WBXJISCNB,"जब तक बंगाल मे हिंदुओं पर अत्याचार नहीं रुकेगा, TMC के गुंडों पर कानूनी कारवाई नहीं होगी तब तक देश चुप नहीं बैठेगा   @VHPDigital @FriendsOfVHP @RakeshSinha01 @RadhaRaman921 @iRakeshPanday @Gajjusay  #HindusLivesMatter  #BengalBurning  #CruelMamata   https://t.co/RDS6gyT9PB",किसी सरकार को किसी धर्म से जोड़ने से लोकतंत्र की जड़ समझ टूट जाती है। वे 'राष्ट्र' के विकास के लिए काम करते हैं। सरकार ने सभी लोगों के हित में कदम उठाए है। कृपया इस तरह से नफरत ना फैलाएं।,"['Shaming', 'Warning-of-Consequences']",Hate,"বাংলায় হিন্দুদের উপর অত্যাচার বন্ধ না হওয়া পর্যন্ত, টিএমসি গুন্ডারা আইনানুগ ব্যবস্থা গ্রহণ করবে না ততক্ষণ দেশটি চুপ করে থাকবে না @ভিএইচপিডিজিটাল @ফ্রেন্ডসফভিএইচপি @রাউকসিনহা 01 @রাধারাকেম্যানে ৯২১",একটি সরকারকে একটি ধর্মের সাথে সংযুক্ত করে গণতন্ত্রের মূল ভেঙে গেছে। তারা 'জাতি' উন্নয়নের জন্য কাজ করে। সরকার সকল মানুষের স্বার্থে পদক্ষেপ নিয়েছে। দয়া করে এইভাবে ঘৃণা ছড়িয়ে দেবেন না।,0.94245476
hi_hasoc_2021_5217,ARK4WBXJISCNB,"जब तक बंगाल मे हिंदुओं पर अत्याचार नहीं रुकेगा, TMC के गुंडों पर कानूनी कारवाई नहीं होगी तब तक देश चुप नहीं बैठेगा   @VHPDigital @FriendsOfVHP @RakeshSinha01 @RadhaRaman921 @iRakeshPanday @Gajjusay  #HindusLivesMatter  #BengalBurning  #CruelMamata   https://t.co/RDS6gyT9PB","कृपया गलत जानकारी ना फैलाएं। कृपया सुनिश्चित करें कि आप ऑनलाइन सामान डालने से पहले तथ्यों की जांच कर लें। मैं बंगाल में एक हिंदू हूं और जिस तरह की हिंसा की आप बात कर रहे हैं, मुझे कभी उसका सामना नहीं करना पड़ा।",['Affliation'],Hate,"বাংলায় হিন্দুদের উপর অত্যাচার বন্ধ না হওয়া পর্যন্ত, টিএমসি গুন্ডারা আইনানুগ ব্যবস্থা গ্রহণ করবে না ততক্ষণ দেশটি চুপ করে থাকবে না @ভিএইচপিডিজিটাল @ফ্রেন্ডসফভিএইচপি @রাউকসিনহা 01 @রাধারাকেম্যানে ৯২১","দয়া করে ভুল তথ্য ছড়িয়ে দেবেন না। দয়া করে নিশ্চিত হয়ে নিন যে আপনি অনলাইনে পণ্য প্রবেশের আগে তথ্যগুলি পরীক্ষা করেছেন। আমি বাংলার একজন হিন্দু এবং আপনি যে ধরণের সহিংসতার কথা বলছেন, আমাকে কখনই এর মুখোমুখি হতে হয়নি।",0.94245476
259,A1HFJSETMNC7BF,@RahulGandhi सन् 1972 मे जब तेरी दादी का राज था तब दस चक्कर लगाने पर भी सरकारी अस्पताल में मुझे पोलियो की दवा नहीं मिली उसका खामियाजा तू कया जानेगा बार गर्ल की औलाद। यह दंश तो हम जैसे लाखों लोगों ने सहा हैं। कभी रंडी रोना अपने हरामी नाना दादी बाप व मां पर भी रोया कर नकारे हुए आदमी।,"कृपया आलोचना और अपमान के बीच के अंतर को समझें। जिस तरह से आपने राहुल गांधी को संबोधित किया, वह स्पष्ट अपमान है।",['Shaming'],Hate,"@রাহুলগন্ধি যখন আপনার দাদী 1972 সালে শাসন করেছিলেন, আমি দশ রাউন্ড তৈরির পরেও সরকারী হাসপাতালে পোলিও ওষুধ পাইনি, আপনি মেয়েটির সন্তান হতে দেখে হতবাক হয়ে যাবেন। আমাদের মতো কয়েক মিলিয়ন মানুষ এই স্টিং সহ্য করেছে। কখনও কখনও রেন্ডি কাঁদতে কাঁদতে, তাকে তার জারজ দাদী এবং মাকে কাঁদতে একজন লোককে অস্বীকার করা হয়েছিল।",সমালোচনা এবং অপমানের মধ্যে পার্থক্য বুঝতে দয়া করে। আপনি রাহুল গান্ধীকে যেভাবে সম্বোধন করেছেন তা স্পষ্ট অপমান।,0.9409013
259,A1HFJSETMNC7BF,@RahulGandhi सन् 1972 मे जब तेरी दादी का राज था तब दस चक्कर लगाने पर भी सरकारी अस्पताल में मुझे पोलियो की दवा नहीं मिली उसका खामियाजा तू कया जानेगा बार गर्ल की औलाद। यह दंश तो हम जैसे लाखों लोगों ने सहा हैं। कभी रंडी रोना अपने हरामी नाना दादी बाप व मां पर भी रोया कर नकारे हुए आदमी।,"मेरे प्रिय मित्र, किसी पार्टी को पसंद न करना ठीक है। लेकिन किसी घटना के आधार पर किसी को गाली देना ठीक नहीं है। आप शायद नहीं जानते होंगे कि असल वजह क्या थी। इसलिए अगर आपको लगता है कि कुछ गलत हो रहा है, तो कृपया पुलिस के पास जाएं।",['Empathy'],Hate,"@রাহুলগন্ধি যখন আপনার দাদী 1972 সালে শাসন করেছিলেন, আমি দশ রাউন্ড তৈরির পরেও সরকারী হাসপাতালে পোলিও ওষুধ পাইনি, আপনি মেয়েটির সন্তান হতে দেখে হতবাক হয়ে যাবেন। আমাদের মতো কয়েক মিলিয়ন মানুষ এই স্টিং সহ্য করেছে। কখনও কখনও রেন্ডি কাঁদতে কাঁদতে, তাকে তার জারজ দাদী এবং মাকে কাঁদতে একজন লোককে অস্বীকার করা হয়েছিল।","আমার প্রিয় বন্ধু, পার্টি পছন্দ না করা ঠিক আছে। তবে কোনও ঘটনার ভিত্তিতে কাউকে অপব্যবহার করা ঠিক নয়। আসল কারণটি কী তা আপনি জানেন না। সুতরাং যদি আপনি মনে করেন যে কিছু ভুল হচ্ছে তবে দয়া করে পুলিশে যান।",0.9409013
612,A1HFJSETMNC7BF,भाई चुनाव आयोग क्या शराब पिकर सोया है क्या ?भेनचोद चनाव आयोग ममता का गर्ल फ्रेंड तो नही है अबतक ममता के गुंडोपर कार्यवाही क्यो नही कर रहा|चुनाव आयोग ममता और ममता के गुडो कोजल्द सेजल्द सजा दे वरना ममता को हम ऊठायेंगेहम बिजेपी वाले ने हातमे चुडीया नही पहनी है ।वरना अंजाम  बहोत बुरा,पहले सही वाक्य बोलना सीखो। भगवान आपका भला करे।,['Humour'],Offensive,"ভাই, নির্বাচন কমিশন কি মদ বাছাইকারীকে ঘুমাচ্ছে? জীর্ণ নয়?",প্রথমে সঠিক বাক্যটি বলতে শিখুন। ঈশ্বর তোমার মঙ্গল করুক.,0.9312845
612,A1HFJSETMNC7BF,भाई चुनाव आयोग क्या शराब पिकर सोया है क्या ?भेनचोद चनाव आयोग ममता का गर्ल फ्रेंड तो नही है अबतक ममता के गुंडोपर कार्यवाही क्यो नही कर रहा|चुनाव आयोग ममता और ममता के गुडो कोजल्द सेजल्द सजा दे वरना ममता को हम ऊठायेंगेहम बिजेपी वाले ने हातमे चुडीया नही पहनी है ।वरना अंजाम  बहोत बुरा,आप बेवजह चुनाव आयोग को गाली दे रहे हैं। इसके दुष्परिणामों के बारे में भी सोचें। ऐसी संवेदनशील टिप्पणी के लिए आपको गिरफ्तार किया जा सकता है।,['Warning-of-Consequences'],Offensive,"ভাই, নির্বাচন কমিশন কি মদ বাছাইকারীকে ঘুমাচ্ছে? জীর্ণ নয়?",আপনি অযৌক্তিকভাবে নির্বাচন কমিশনকে অপব্যবহার করছেন। এর খারাপ প্রভাব সম্পর্কেও চিন্তা করুন। এই জাতীয় সংবেদনশীল মন্তব্যগুলির জন্য আপনাকে গ্রেপ্তার করা যেতে পারে।,0.9312845
696,A1HFJSETMNC7BF,मादरचोद पत्रकार मुसलमान बोलने में शरमा रहा है...उपद्रवी तत्व बता रहा है कुत्ता,हमें कभी भी किसी पत्रकार को गाली नहीं देनी चाहिए। वे हमें दुनिया भर में हो रही सच्ची खबरें दिखाने की पूरी कोशिश करते हैं।,['Empathy'],Hate,মাদারচোদ সাংবাদিক কথা বলার ক্ষেত্রে ব্লাশ করছেন ... কুকুর একটি কুকুর বলছে,আমাদের কখনই সাংবাদিককে অপব্যবহার করা উচিত নয়। তারা বিশ্বজুড়ে ঘটছে আমাদের সত্যিকারের সংবাদ দেখানোর জন্য তাদের যথাসাধ্য চেষ্টা করে।,0.9485862
696,A1HFJSETMNC7BF,मादरचोद पत्रकार मुसलमान बोलने में शरमा रहा है...उपद्रवी तत्व बता रहा है कुत्ता,मुझे लगता है कि आप कुछ धर्मों के पक्षपाती हैं। इसलिए आप पत्रकार को किसी विशेष धर्म का अपमान न करने के लिए गाली दे रहे हैं।,['Hypocrisy'],Hate,মাদারচোদ সাংবাদিক কথা বলার ক্ষেত্রে ব্লাশ করছেন ... কুকুর একটি কুকুর বলছে,"আমি মনে করি আপনি কিছু ধর্ম দ্বারা পক্ষপাতদুষ্ট। অতএব, আপনি সাংবাদিককে কোনও বিশেষ ধর্মকে অপমান না করার জন্য গালি দিচ্ছেন।",0.9485862
518,ARK4WBXJISCNB,"@Yogita_singh11 नकली गाँधियों की तरह अपने बाप के नाम पर जीने वाले सिर्फ कुत्ते होते हैं, और कुत्तों को भोंकने के अलावा कोई काम नहीं होता। 

राजस्थानी के नाम पर कलंक, गद्दारों के जूते चाटने वाले वही राजस्थानी हैं जिन्होंने मुगलों का साथ देकर अपने ही भाइयों को मरवाया था।","इस प्रकार आप किसी को हिन्दू धर्म नहीं सीख सकेंगे, यदि आप सीखना चाहते हैं तो सही शब्दों का चयन आवश्यक है।",['Empathy'],Hate,"@যোগিতা_সিংহ 11, নকল গান্ধীদের মতো কেবল তাদের বাবার নামে বাস করা কুকুর, এবং কুকুর ছাড়া অন্য কোনও কাজ নেই।

রাজস্থানী নামে কলঙ্কটি একই রাজস্থানী, যিনি মোগলদের সমর্থন করে তাদের নিজের ভাইদের হত্যা করা বিশ্বাসঘাতকদের চাটেন।","এইভাবে, আপনি হিন্দু ধর্ম শিখতে সক্ষম হবেন না, আপনি যদি শিখতে চান তবে সঠিক শব্দগুলি বেছে নেওয়া প্রয়োজন।",0.96499634
518,ARK4WBXJISCNB,"@Yogita_singh11 नकली गाँधियों की तरह अपने बाप के नाम पर जीने वाले सिर्फ कुत्ते होते हैं, और कुत्तों को भोंकने के अलावा कोई काम नहीं होता। 

राजस्थानी के नाम पर कलंक, गद्दारों के जूते चाटने वाले वही राजस्थानी हैं जिन्होंने मुगलों का साथ देकर अपने ही भाइयों को मरवाया था।",गांधी जैसे लोग देश की बेहतरी और आजादी के लिए बेहद जरूरी हैं। उन्होंने अहिंसा की अपनी नीतियों से बहुत से लोगों को बचाया। नफरत और झूठी जानकारी न फैलाएं।,"['Hypocrisy', 'Shaming']",Hate,"@যোগিতা_সিংহ 11, নকল গান্ধীদের মতো কেবল তাদের বাবার নামে বাস করা কুকুর, এবং কুকুর ছাড়া অন্য কোনও কাজ নেই।

রাজস্থানী নামে কলঙ্কটি একই রাজস্থানী, যিনি মোগলদের সমর্থন করে তাদের নিজের ভাইদের হত্যা করা বিশ্বাসঘাতকদের চাটেন।",গান্ধীর মতো লোকেরা দেশের উন্নতি ও স্বাধীনতার জন্য অত্যন্ত গুরুত্বপূর্ণ। তিনি বহু লোককে তাঁর অ -সহিংসতার নীতি থেকে রক্ষা করেছিলেন। বিদ্বেষ এবং মিথ্যা তথ্য ছড়িয়ে দেবেন না।,0.96499634
512,A1HFJSETMNC7BF,तुमने हमारा मंदिर तोडा है हम तुम्हारी गांड तोड़ेंगे।। समझे मियां केजरुद्दीन,हिंसा और अधिक हिंसा को जन्म देगी। हमें हमेशा शांति से एक साथ रहना चाहिए।,['Empathy'],Hate,"আপনি আমাদের মন্দিরটি ভেঙে ফেলেছেন, আমরা আপনার পাছা ভেঙে দেব। মিয়ান কেজারউদ্দিনকে বুঝুন",সহিংসতা আরও সহিংসতার দিকে পরিচালিত করবে। আমাদের সর্বদা শান্তিপূর্ণভাবে একসাথে থাকা উচিত।,0.96070975
512,A1HFJSETMNC7BF,तुमने हमारा मंदिर तोडा है हम तुम्हारी गांड तोड़ेंगे।। समझे मियां केजरुद्दीन,आपकी पोस्ट लोगों को मुसलमानों से नफरत करने के लिए उकसाएगी। भारत एक धर्मनिरपेक्ष देश है। विभिन्न धर्मों के लोग एक साथ शांति से रहते हैं। धर्म के आधार पर लोगों से भेदभाव न करें।,"['Shaming', 'Warning-of-Consequences']",Hate,"আপনি আমাদের মন্দিরটি ভেঙে ফেলেছেন, আমরা আপনার পাছা ভেঙে দেব। মিয়ান কেজারউদ্দিনকে বুঝুন",আপনার পোস্টটি মানুষকে মুসলমানদের ঘৃণা করতে উত্সাহিত করবে। ভারত একটি ধর্মনিরপেক্ষ দেশ। বিভিন্ন ধর্মের লোকেরা শান্তিপূর্ণভাবে বেঁচে থাকে। ধর্মের ভিত্তিতে মানুষের সাথে বৈষম্য করবেন না।,0.96070975
678,A1HFJSETMNC7BF,"देख @sardanarohit  दल्ले ये भी तो एक पत्रकार है इसे अपने जाति धर्म का नहीं पता बस पत्रकारिता क्या होती है ये पता है । साले आज दंगल कर रहा है जब दस सूअर मिल के एक लाचार , कमजोर, इंसान की जान ले रहे थे तो तेरा दंगल पिछवाड़े में घुसा था । दलाल मीडिया।हरामी","कृपया अपने क्रोध पर नियंत्रण रखें। मैं आपका दर्द और इस तरह के गुस्से का कारण समझ सकता हूं। हालांकि, मैं कहूंगा कि यह विरोध करने का सही तरीका नहीं है और इसका मीडिया से कोई लेना-देना नहीं है।",['Affliation'],Hate,"দেখুন @সার্দনারোহিত ডালও একজন সাংবাদিক, এটি তার বর্ণ ধর্ম সম্পর্কে জানে না, কেবল জানে সাংবাদিকতা কী। ভাই -ইন -বেলা আজ দাঙ্গা করছে যখন দশটি শূকর অসহায়, দুর্বল, মানবজীবন নিচ্ছিল, তখন আপনার দাঙ্গা উঠোনে প্রবেশ করল। ব্রোকার মিডিয়া। হারামি",আপনার রাগ নিয়ন্ত্রণ করুন। আমি আপনার ব্যথা এবং এই ধরনের ক্রোধের কারণ বুঝতে পারি। তবে আমি বলব যে এটি প্রতিবাদ করার সঠিক উপায় নয় এবং মিডিয়ার সাথে এর কোনও যোগসূত্র নেই।,0.9828314
678,A1HFJSETMNC7BF,"देख @sardanarohit  दल्ले ये भी तो एक पत्रकार है इसे अपने जाति धर्म का नहीं पता बस पत्रकारिता क्या होती है ये पता है । साले आज दंगल कर रहा है जब दस सूअर मिल के एक लाचार , कमजोर, इंसान की जान ले रहे थे तो तेरा दंगल पिछवाड़े में घुसा था । दलाल मीडिया।हरामी","मीडिया का अपमान करने का कोई मतलब नहीं है। वे यहां सिर्फ हमें दुनिया भर में हो रही खबरों को दिखाने के लिए हैं। यह सच है कि कभी-कभी वे कुछ खबरों से चूक जाते हैं, लेकिन इसका मतलब यह नहीं है कि उनके साथ बुरा व्यवहार किया जाना चाहिए।","['Hypocrisy', 'Shaming']",Hate,"দেখুন @সার্দনারোহিত ডালও একজন সাংবাদিক, এটি তার বর্ণ ধর্ম সম্পর্কে জানে না, কেবল জানে সাংবাদিকতা কী। ভাই -ইন -বেলা আজ দাঙ্গা করছে যখন দশটি শূকর অসহায়, দুর্বল, মানবজীবন নিচ্ছিল, তখন আপনার দাঙ্গা উঠোনে প্রবেশ করল। ব্রোকার মিডিয়া। হারামি",মিডিয়া অপমান করার কোনও মানে নেই। তারা কেবল আমাদের এখানে বিশ্বজুড়ে সংঘটিত সংবাদগুলি দেখানোর জন্য এখানে রয়েছে। এটি সত্য যে কখনও কখনও তারা কিছু সংবাদ মিস করে তবে এর অর্থ এই নয় যে তাদের সাথে খারাপ আচরণ করা উচিত।,0.9828314
