INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION,HATE_SPEECH_Hindi,Counter_SPEECH_Hindi
3131,"Islam is a totalitarian ideology that promotes rape, torture, murder and slavery.","There is no evidence for the statements you made, and the Koran does not advocate any of those actions.",MUSLIMS,V6_sbf,"इस्लाम एक अधिनायकवादी विचारधारा है जो बलात्कार, यातना, हत्या और दासता को बढ़ावा देती है।","आपके द्वारा किए गए बयानों के लिए कोई सबूत नहीं है, और कुरान उन कार्यों में से किसी की भी वकालत नहीं करता है।"
3132,We must stop Muslims from entering our country: those refugees are killing our children and raping our mothers.,"You should first check the criminal records of those who have already been granted refugee status, before making such statements.",MUSLIMS,V6_sbf,हमें मुसलमानों को अपने देश में प्रवेश करने से रोकना चाहिए: वे शरणार्थी हमारे बच्चों को मार रहे हैं और हमारी माताओं का बलात्कार कर रहे हैं।,"आपको पहले उन लोगों के आपराधिक रिकॉर्ड की जांच करनी चाहिए, जिन्हें इस तरह के बयान देने से पहले पहले से ही शरणार्थी का दर्जा दिया गया है।"
3133,Islam is a religion of death.,Death cults are generally not successful at attracting new followers. It is not true that Islam is a religion of death.,MUSLIMS,V6_sbf,इस्लाम मृत्यु का धर्म है।,मृत्यु के पंथ आमतौर पर नए अनुयायियों को आकर्षित करने में सफल नहीं होते हैं। यह सच नहीं है कि इस्लाम मृत्यु का धर्म है।
3134,Muslim folks are different and should be isolated for this.,"The same can be said for any race, religion, ethnicity, or national identity. We should not be afraid of differences, but we should strive for equal opportunity.",MUSLIMS,V6_sbf,मुस्लिम लोग अलग -अलग हैं और इसके लिए अलग -थलग हो जाना चाहिए।,"किसी भी नस्ल, धर्म, जातीयता या राष्ट्रीय पहचान के लिए भी यही कहा जा सकता है। हमें मतभेदों से नहीं डरना चाहिए, लेकिन हमें समान अवसर के लिए प्रयास करना चाहिए।"
3135,Muslims are just a bunch of child molesters.,"There are child molesters in all communities, and to single out a particular faith communitiy is just nonsensical propaganda.",MUSLIMS,V6_sbf,मुसलमान सिर्फ बच्चे के मोलेस्टर का एक समूह हैं।,"सभी समुदायों में बाल मोलेस्टर हैं, और एक विशेष विश्वास कम्युनिटी को एकल करने के लिए सिर्फ निरर्थक प्रचार है।"
3136,"Muslims have nothing to contribute to our society, they are only an obstacle. They are not worth the while of our hard-earned money.",We are all helped by the kindness of people of different faiths. So maybe we should treat others with kindness too.,MUSLIMS,V6_sbf,"मुसलमानों के पास हमारे समाज में योगदान करने के लिए कुछ भी नहीं है, वे केवल एक बाधा हैं। वे हमारी मेहनत से अर्जित पैसे के लायक नहीं हैं।",हम सभी अलग -अलग धर्मों के लोगों की दया से मदद करते हैं। तो शायद हमें दूसरों के साथ दयालुता के साथ भी व्यवहार करना चाहिए।
3137,Islam is a death cult.,"You seem to have prejudice against Muslims. They have no such deadly impact on the world, as you say. Why would this be true?",MUSLIMS,V6_sbf,इस्लाम एक मृत्यु पंथ है।,"आपको लगता है कि मुसलमानों के खिलाफ पूर्वाग्रह है। जैसा कि आप कहते हैं, दुनिया पर उनका कोई घातक प्रभाव नहीं है। यह सच क्यों होगा?"
3138,"We are importing Muslim criminals, and they are all terrorists.",You mean to imply that all Muslims are inherently terrorists? How can you say that about an entire religious community?,MUSLIMS,V6_sbf,"हम मुस्लिम अपराधियों का आयात कर रहे हैं, और वे सभी आतंकवादी हैं।",आपका मतलब यह है कि सभी मुसलमान स्वाभाविक रूप से आतंकवादी हैं? आप एक पूरे धार्मिक समुदाय के बारे में कैसे कह सकते हैं?
3139,Muslim folks are invading Europe and we should stop them.,"The media would have us believe that there are huge influx of Muslims into Europe. The true number is around 25.7 million Muslims living in the EU (2016), corresponding to the 4,9%.",MUSLIMS,V6_sbf,मुस्लिम लोग यूरोप पर आक्रमण कर रहे हैं और हमें उन्हें रोकना चाहिए।,"मीडिया ने हमें विश्वास किया होगा कि यूरोप में मुसलमानों की भारी आमद हैं। सही संख्या यूरोपीय संघ (2016) में रहने वाले लगभग 25.7 मिलियन मुस्लिम हैं, जो 4,9%के अनुरूप है।"
3140,Islam is just a violent religion that cannot be reconciled with western society.,"The West has always been full of people who were willing to put their lives on the line to defend their way of life, and this is what we should do also for ways of life different from ours.",MUSLIMS,V6_sbf,इस्लाम सिर्फ एक हिंसक धर्म है जिसे पश्चिमी समाज के साथ सामंजस्य नहीं बनाया जा सकता है।,"पश्चिम हमेशा ऐसे लोगों से भरा रहा है जो अपने जीवन के तरीके की रक्षा के लिए अपना जीवन लाइन पर रखने के लिए तैयार थे, और यही हमें जीवन के तरीकों से भी अलग करना चाहिए।"
3141,It is a crime to be a Muslim.,There is no law forbidding you to be a Muslim. It is a human right to pursue whatever religion you wish.,MUSLIMS,V6_sbf,मुस्लिम होना अपराध है।,आपको मुस्लिम बनने के लिए कोई कानून नहीं है। आप जो भी धर्म चाहते हैं उसे आगे बढ़ाना एक मानवीय अधिकार है।
3142,It is a crime to be a Muslim.,Muslims are not criminals. Hate instead is a crime.,MUSLIMS,V6_sbf,मुस्लिम होना अपराध है।,मुसलमान अपराधी नहीं हैं। इसके बजाय नफरत एक अपराध है।
3143,"I am not a Muslim, I am an American citizen. I am not a member of any mosque or a religious group. I am offended by those muslisms religious symbols.",Muslims have given so much to this country. They are proud of their culture and religion. No one should be offended by religious symbols.,MUSLIMS,V6_sbf,"मैं मुस्लिम नहीं हूं, मैं एक अमेरिकी नागरिक हूं। मैं किसी भी मस्जिद या धार्मिक समूह का सदस्य नहीं हूं। मैं उन मुसलमानों से धार्मिक प्रतीकों से नाराज हूं।",मुसलमानों ने इस देश को बहुत कुछ दिया है। उन्हें अपनी संस्कृति और धर्म पर गर्व है। धार्मिक प्रतीकों से किसी को नाराज नहीं होना चाहिए।
3144,Muslim folks are violent.,"Violent people are not always Muslim, and violent Muslims exist just as violent Christians do.",MUSLIMS,V6_sbf,मुस्लिम लोग हिंसक हैं।,"हिंसक लोग हमेशा मुस्लिम नहीं होते हैं, और हिंसक मुस्लिम केवल हिंसक ईसाई करते हैं।"
3145,We are ruled by those muslim animals.,"Muslims are human, and do deserve protection.",MUSLIMS,V6_sbf,हम उन मुस्लिम जानवरों द्वारा शासित हैं।,"मुसलमान मानव हैं, और संरक्षण के लायक हैं।"
3146,Muslims are not welcome here. They are not British. They should leave.,"We are proud to be an outward-looking country. We welcome people from all backgrounds, religions, and beliefs.",MUSLIMS,V6_sbf,मुसलमानों का यहां स्वागत नहीं है। वे ब्रिटिश नहीं हैं। उन्हें छोड़ देना चाहिए।,"हमें एक बाहरी दिखने वाला देश होने पर गर्व है। हम सभी पृष्ठभूमि, धर्मों और विश्वासों के लोगों का स्वागत करते हैं।"
3147,I think that all Muslims are just sick. They are not interested in Western society.,There is no evidence that Muslim people have a negative impact on our society. Why would that be true?,MUSLIMS,V6_sbf,मुझे लगता है कि सभी मुसलमान सिर्फ बीमार हैं। वे पश्चिमी समाज में रुचि नहीं रखते हैं।,इस बात का कोई सबूत नहीं है कि मुस्लिम लोगों का हमारे समाज पर नकारात्मक प्रभाव पड़ता है। यह सच क्यों होगा?
3148,"Islam is an idelology that promotes rape, torture and murder.","Islam is a religion, and it is not a religion that promotes these actions.",MUSLIMS,V6_sbf,"इस्लाम एक आदर्श विज्ञान है जो बलात्कार, यातना और हत्या को बढ़ावा देता है।","इस्लाम एक धर्म है, और यह एक ऐसा धर्म नहीं है जो इन कार्यों को बढ़ावा देता है।"
3149,Muslim folks are scary: they want to kill us all.,"This is just a fearmongering narrative being used to try to discredit Islam and Muslims. I hate to think that my Christian or Jewish relatives might be a target of hate, the same would hold if they were Muslim.",MUSLIMS,V6_sbf,मुस्लिम लोग डरावने हैं: वे हम सभी को मारना चाहते हैं।,"यह सिर्फ एक भयभीत करने वाली कथा है जिसका उपयोग इस्लाम और मुसलमानों को बदनाम करने की कोशिश करने के लिए किया जा रहा है। मुझे यह सोचने से नफरत है कि मेरे ईसाई या यहूदी रिश्तेदार नफरत का लक्ष्य हो सकते हैं, अगर वे मुस्लिम थे तो भी यही होगा।"
3150,Oh my gosh this fucking Muslims are disgusting! Where did they learn to act like this? I really don't like these guys! I hate these disgusting twats!,"I am not hating someone just because of their religion, or skin colour, or gender identity.",MUSLIMS,V6_sbf,ओह माय गोश यह कमबख्त मुस्लिम घृणित हैं! उन्होंने इस तरह से काम करना कहां सीखा? मैं वास्तव में इन लोगों को पसंद नहीं करता! मुझे इन घृणित दोबकों से नफरत है!,"मैं सिर्फ उनके धर्म, या त्वचा के रंग, या लिंग पहचान के कारण किसी से नफरत नहीं कर रहा हूं।"
3151,Islam is a death cult!,Maybe if you had a closer look you'd see that it is a religion that has given so much to so many people and to our world.,MUSLIMS,V6_sbf,इस्लाम एक मृत्यु पंथ है!,हो सकता है कि अगर आपके पास एक करीब से नज़र है तो आप देखेंगे कि यह एक ऐसा धर्म है जिसने इतने सारे लोगों और हमारी दुनिया को बहुत कुछ दिया है।
3152,Muslims are filthy animals and should be put in a cage.,"All people are born equal, regardless of their religion. This is what makes us all human: empathy and compassion towards others.",MUSLIMS,V6_sbf,मुसलमान गंदे जानवर हैं और उन्हें पिंजरे में रखा जाना चाहिए।,सभी लोग अपने धर्म की परवाह किए बिना समान पैदा होते हैं। यह वही है जो हम सभी को मानवीय बनाता है: सहानुभूति और दूसरों के प्रति करुणा।
3153,Muslims are not welcome here! They have nothing to contribute to our society!,The Muslims have been part of this country since its inception. They have contributed so much to our society. They are our brothers and sisters. They are our neighbours. They are our friends. To deny them this freedom is to deny humanity.,MUSLIMS,V6_sbf,मुसलमानों का यहाँ स्वागत नहीं है! उनके पास हमारे समाज में योगदान करने के लिए कुछ भी नहीं है!,मुसलमान अपनी स्थापना के बाद से इस देश का हिस्सा रहे हैं। उन्होंने हमारे समाज में बहुत योगदान दिया है। वे हमारे भाई -बहन हैं। वे हमारे पड़ोसी हैं। वे हमारे दोस्त हैं। उन्हें अस्वीकार करने के लिए यह स्वतंत्रता मानवता से इनकार करना है।
3154,"We should not welcome people from the so-called Muslim world, it makes us uncomfortable.","There are many Muslim people in this country, many good people. If you wanted to get to know Muslims you could start with any Muslim family that lives here. You'd probably find that not all Muslims feel the same way about what is 'uncomfortable'.",MUSLIMS,V6_sbf,"हमें तथाकथित मुस्लिम दुनिया के लोगों का स्वागत नहीं करना चाहिए, यह हमें असहज बनाता है।","इस देश में कई मुस्लिम लोग हैं, कई अच्छे लोग हैं। यदि आप मुसलमानों को जानना चाहते हैं, तो आप यहां रहने वाले किसी भी मुस्लिम परिवार के साथ शुरू कर सकते हैं। आप शायद पाएंगे कि सभी मुसलमानों को ऐसा नहीं लगता है कि 'असहज' क्या है।"
3155,We are at war with Islam. They should all be killed.,"We are not at war with Islam. Islam is a religion, and people are free to choose which religion to follow.",MUSLIMS,V6_sbf,हम इस्लाम के साथ युद्ध में हैं। उन सभी को मार दिया जाना चाहिए।,"हम इस्लाम के साथ युद्ध में नहीं हैं। इस्लाम एक धर्म है, और लोग यह चुनने के लिए स्वतंत्र हैं कि किस धर्म का पालन करना है।"
3156,All muslim folks are misogynists.,"I understand your concern about gender discrimination, but Islam is more than just a religion. It is also about equality and rights. Women are not second class citizens in it.",MUSLIMS,V6_sbf,सभी मुस्लिम लोग मिसोगिनिस्ट हैं।,"मैं लैंगिक भेदभाव के बारे में आपकी चिंता को समझता हूं, लेकिन इस्लाम सिर्फ एक धर्म से अधिक है। यह समानता और अधिकारों के बारे में भी है। महिलाएं इसमें द्वितीय श्रेणी के नागरिक नहीं हैं।"
3157,blacks are just a bunch of slobs,"They are human beings with hopes and dreams. No one should be slandering black people.Empathy and understanding is preferable to this redundant, divisive rhetoric",POC,V6_sbf,अश्वेत सिर्फ नारे का एक गुच्छा है,वे आशाओं और सपनों के साथ इंसान हैं। किसी को भी काले लोगों की निंदा नहीं करनी चाहिए।
3158,Blacks do not want to work,There are many black people who want to work. Do you have any proof that they do not want to work?,POC,V6_sbf,अश्वेत काम नहीं करना चाहते हैं,#VALUE!
3159,Africans are apes,"Look, I don't like to hear any arguments of racism. Antagonism breeds antagonism. Do you really want to promote hate?",POC,V6_sbf,अफ्रीकी वानर हैं,"देखिए, मुझे नस्लवाद के किसी भी तर्क को सुनना पसंद नहीं है। प्रतिपक्षी नस्लों को विरोधाभास करता है। क्या आप वास्तव में नफरत को बढ़ावा देना चाहते हैं?"
3160,People of color are a drain on the system.,The vast majority of people of color are good people who have built our communities. So why would what you're saying be true?,POC,V6_sbf,रंग के लोग सिस्टम पर एक नाली हैं।,रंग के अधिकांश लोग अच्छे लोग हैं जिन्होंने हमारे समुदायों का निर्माण किया है। तो आप जो कह रहे हैं वह सच क्यों होगा?
3161,Blacks do not want to assimilate.,"Whites, Latinos, Asians and people from all over the world want to be part of our society. So do people of color.",POC,V6_sbf,अश्वेत आत्मसात नहीं करना चाहते हैं।,"गोरे, लैटिनो, एशियाई और दुनिया भर के लोग हमारे समाज का हिस्सा बनना चाहते हैं। तो रंग के लोग करते हैं।"
3162,"African Americans are essentially animals, incapable of feeling love.",Imagine someone felt the same way about you and found you to be the antithesis of human because of your skin color?,POC,V6_sbf,"अफ्रीकी अमेरिकी अनिवार्य रूप से जानवर हैं, प्यार महसूस करने में असमर्थ हैं।",कल्पना कीजिए कि किसी ने आपके बारे में उसी तरह महसूस किया और पाया कि आप अपनी त्वचा के रंग के कारण मानव का विरोधी हैं?
3163,"Blacks are born subhuman, incapable of feeling love.","Are you saying that blacks cannot feel love? This is about human dignity, not the colour of their skin.",POC,V6_sbf,"अश्वेतों का जन्म अवलोकन होता है, जो प्यार महसूस करने में असमर्थ होता है।","क्या आप कह रहे हैं कि अश्वेतों को प्यार महसूस नहीं हो सकता है? यह मानवीय गरिमा के बारे में है, न कि उनकी त्वचा का रंग।"
3164,Black folks aren't important and don't need any right.,For the last years black people have been denied basic rights and their representation has declined dramatically. Black people have become second class citizens. It is time to give black people back the basic rights they should have always had the right to enjoy.,POC,V6_sbf,काले लोग महत्वपूर्ण नहीं हैं और किसी भी अधिकार की आवश्यकता नहीं है।,पिछले वर्षों से काले लोगों को बुनियादी अधिकारों से वंचित कर दिया गया है और उनके प्रतिनिधित्व में नाटकीय रूप से गिरावट आई है। काले लोग दूसरे वर्ग के नागरिक बन गए हैं। यह अश्वेत लोगों को मूल अधिकारों को वापस देने का समय है जो उन्हें हमेशा आनंद लेने का अधिकार होना चाहिए था।
3165,Blacks are genetically inferior,"This is not true. I would like to see intelligent, respectful people around, not people disrespecting anyone who has black skin.",POC,V6_sbf,अश्वेत आनुवंशिक रूप से हीन हैं,"यह सच नहीं है। मैं बुद्धिमान, सम्मानजनक लोगों को आसपास देखना चाहूंगा, न कि किसी ऐसे व्यक्ति का अपमान करना, जिसके पास काली त्वचा है।"
3166,"Blacks do drugs, they're a menace to society, they're violent, they're stupid, and they should all be put in prison.",Drugs are only harmful to people using them and if you are a violent person you should be put in prison. Why should a group of people be put in prison for their private choices or skin color?,POC,V6_sbf,"अश्वेत ड्रग्स करते हैं, वे समाज के लिए एक खतरा हैं, वे हिंसक हैं, वे मूर्ख हैं, और उन्हें सभी को जेल में डाल दिया जाना चाहिए।",ड्रग्स केवल उन लोगों के लिए हानिकारक होते हैं जिनका उपयोग करते हैं और यदि आप एक हिंसक व्यक्ति हैं तो आपको जेल में डाल दिया जाना चाहिए। लोगों के एक समूह को अपने निजी विकल्पों या त्वचा के रंग के लिए जेल में क्यों रखा जाना चाहिए?
3167,Black folks are not attractive: they are just apes.,"Black people are still subject to oppression, and if we truly cared about beauty we should also care about the beauty of respect.",POC,V6_sbf,काले लोग आकर्षक नहीं हैं: वे सिर्फ वानर हैं।,"काले लोग अभी भी उत्पीड़न के अधीन हैं, और अगर हम वास्तव में सुंदरता के बारे में परवाह करते हैं, तो हमें सम्मान की सुंदरता के बारे में भी परवाह करनी चाहिए।"
3168,Black people are just a bunch of animals that shouldn't exist in our world.,"Humans are born equal, and we all have the potential to be just as good as we want to be. Why do you think that some people are not human?",POC,V6_sbf,काले लोग जानवरों का एक समूह है जो हमारी दुनिया में मौजूद नहीं होना चाहिए।,"मनुष्य समान पैदा होता है, और हम सभी के पास उतना ही अच्छा होने की क्षमता है जितना हम चाहते हैं। आपको क्यों लगता है कि कुछ लोग इंसान नहीं हैं?"
3169,Blacks are an abomination in human form. They should be exterminated.,We should stop discriminating against people based on their race. I find it hard to understand why the extermination of a race would be a solution for our problems.,POC,V6_sbf,अश्वेत मानव रूप में एक घृणा है। उन्हें भगाना चाहिए।,हमें उनकी दौड़ के आधार पर लोगों के साथ भेदभाव करना बंद कर देना चाहिए। मुझे यह समझना मुश्किल है कि एक दौड़ का विनाश हमारी समस्याओं के लिए एक समाधान क्यों होगा।
3170,We should teach these black children that they are stupid,"The English language is a very powerful language for spreading knowledge, experience and love. Why should we use it to spread hate?",POC,V6_sbf,हमें इन अश्वेत बच्चों को सिखाना चाहिए कि वे बेवकूफ हैं,"ज्ञान, अनुभव और प्रेम फैलाने के लिए अंग्रेजी भाषा एक बहुत शक्तिशाली भाषा है। हमें नफरत फैलाने के लिए इसका उपयोग क्यों करना चाहिए?"
3171,Black folks cannot support their families. Their lives have no value.,I find this sort of social commentary distasteful. Black lives matter too!,POC,V6_sbf,काले लोग अपने परिवारों का समर्थन नहीं कर सकते। उनके जीवन का कोई मूल्य नहीं है।,मुझे इस तरह की सामाजिक टिप्पणी अरुचि है। ब्लैक लाइव्स मैटर भी!
3172,African women are nothing but objects to be dominated by the will of their dominant male.,"They are humans with human rights, and must therefore be treated with respect. Or is skin color making any difference?",other,V6_sbf,अफ्रीकी महिलाएं अपने प्रमुख पुरुष की इच्छा पर हावी होने वाली वस्तुओं के अलावा कुछ भी नहीं हैं।,"वे मानवाधिकारों वाले मनुष्य हैं, और इसलिए उन्हें सम्मान के साथ व्यवहार किया जाना चाहिए। या त्वचा का रंग कोई फर्क कर रहा है?"
3173,"Gypsies are lazy and they do not want to work, so why we help them?","This is not true, Romani people do also want to work. The right to work is a basic human right and should be protected.",other,V6_sbf,"जिप्सियां ​​आलसी हैं और वे काम नहीं करना चाहते हैं, इसलिए हम उनकी मदद क्यों करते हैं?","यह सच नहीं है, रोमानी लोग भी काम करना चाहते हैं। काम करने का अधिकार एक बुनियादी मानव अधिकार है और इसे संरक्षित किया जाना चाहिए।"
3174,"Women need to have children, and if they don't want to they surely have mental issues.",The reason why a woman does not want to reproduce might be because she is happy just as she is.,WOMEN,V6_sbf,"महिलाओं को बच्चे होने की आवश्यकता है, और यदि वे नहीं चाहते कि वे निश्चित रूप से मानसिक मुद्दे हों।","एक महिला क्यों नहीं चाहती है, इसका कारण यह हो सकता है क्योंकि वह वैसे ही खुश है जैसे वह है।"
3175,Women should not be allowed to work.,"Well, they surely are, and so long as they are getting a decent, equal wage, who are you to complain about a person's right to choose a career?",WOMEN,V6_sbf,महिलाओं को काम करने की अनुमति नहीं दी जानी चाहिए।,"ठीक है, वे निश्चित रूप से हैं, और जब तक वे एक सभ्य, समान मजदूरी प्राप्त कर रहे हैं, तो आप किसी व्यक्ति के कैरियर को चुनने के अधिकार के बारे में शिकायत करने के लिए कौन हैं?"
3176,Women aren't entitled to the same rights as men. They are inferior under the law.,"Women are not inferior under the law, nor men are. There can't be such thing as discrimination by sex, and women cannot be excluded from our society on the basis of their gender.",WOMEN,V6_sbf,महिलाएं पुरुषों के समान अधिकारों की हकदार नहीं हैं। वे कानून के तहत हीन हैं।,"महिलाएं कानून के तहत हीन नहीं हैं, न ही पुरुष हैं। सेक्स द्वारा भेदभाव जैसी चीज नहीं हो सकती है, और महिलाओं को उनके लिंग के आधार पर हमारे समाज से बाहर नहीं किया जा सकता है।"
3177,women are not capable of holding a job,I do not think it's an absolute statement that a woman cannot hold a job. Do you have any evidence of that?,WOMEN,V6_sbf,महिलाएं नौकरी करने में सक्षम नहीं हैं,मुझे नहीं लगता कि यह एक पूर्ण कथन है कि एक महिला नौकरी नहीं कर सकती है। क्या आपके पास इसका कोई सबूत है?
3178,women can't have any right in a civilised society,"Women should have equal rights in a free society, without discrimination.",WOMEN,V6_sbf,सभ्य समाज में महिलाओं को कोई अधिकार नहीं हो सकता है,"भेदभाव के बिना, महिलाओं को एक स्वतंत्र समाज में समान अधिकार होना चाहिए।"
3179,women must not have the right to choose,"To have the right to choose means to have equal rights and with full protections. Women have the right to choose, why should it be the other way around?",WOMEN,V6_sbf,महिलाओं को चुनने का अधिकार नहीं होना चाहिए,"चुनने का अधिकार समान अधिकारों और पूर्ण सुरक्षा के साथ चुनने का है। महिलाओं को चुनने का अधिकार है, यह दूसरा रास्ता क्यों होना चाहिए?"
3180,A woman should not be allowed to have an abortion. The man should decide for her.,"A person's right to have an abortion is a personal one. And if that person has the right to make her or his own choice, then they should have the right to do as they wish.",WOMEN,V6_sbf,एक महिला को गर्भपात करने की अनुमति नहीं दी जानी चाहिए। आदमी को उसके लिए फैसला करना चाहिए।,"एक व्यक्ति का गर्भपात होने का अधिकार एक व्यक्तिगत है। और अगर उस व्यक्ति को उसे या अपनी पसंद बनाने का अधिकार है, तो उन्हें अपनी इच्छानुसार ऐसा करने का अधिकार होना चाहिए।"
3181,Women can't do certain jobs as well as men.,"It's not true that they are different. In fact, women are just as competent as men. Also, since we are in a democracy, we have the right to an equal distribution of jobs.",WOMEN,V6_sbf,महिलाएं कुछ काम नहीं कर सकती हैं।,"यह सच नहीं है कि वे अलग हैं। वास्तव में, महिलाएं पुरुषों की तरह ही सक्षम हैं। इसके अलावा, चूंकि हम एक लोकतंत्र में हैं, इसलिए हमें नौकरियों के समान वितरण का अधिकार है।"
3182,"Women are subhuman, they should be subsumed to men.","The equal and human status of women is defined by the international rights, so why would you say that?",WOMEN,V6_sbf,"महिलाएं अविश्वसनीय हैं, उन्हें पुरुषों के लिए सदस्यता दी जानी चाहिए।","महिलाओं की समान और मानवीय स्थिति को अंतर्राष्ट्रीय अधिकारों द्वारा परिभाषित किया गया है, तो आप ऐसा क्यों कहेंगे?"
3183,Women need to do the housework and take care of the children because their bodies are made for this.,"What about men contributing more to the cost of childcare and housework, or taking a greater share of the taxes?",WOMEN,V6_sbf,महिलाओं को घर का काम करने और बच्चों की देखभाल करने की आवश्यकता है क्योंकि उनके शरीर इसके लिए बने हैं।,"चाइल्डकैअर और गृहकार्य की लागत में अधिक योगदान करने वाले पुरुषों के बारे में क्या, या करों का अधिक हिस्सा लेने के लिए?"
3184,Women should stay at home and raise the children because we need them to do that.,"Children should be protected from harmful behaviour and sexism. If possible, both parents should take care of them.",WOMEN,V6_sbf,महिलाओं को घर पर रहना चाहिए और बच्चों की परवरिश करनी चाहिए क्योंकि हमें उन्हें ऐसा करने की आवश्यकता है।,"बच्चों को हानिकारक व्यवहार और लिंगवाद से संरक्षित किया जाना चाहिए। यदि संभव हो, तो माता -पिता दोनों को उनकी देखभाल करनी चाहिए।"
3185,"What is feminism? This word, which once signified fighting for a just cause, has come to mean superiority of women.",This word means equality between the sexes. Not superiority for women.,WOMEN,V6_sbf,"नारीवाद क्या है? यह शब्द, जो एक बार एक उचित कारण के लिए लड़ाई का संकेत देता था, का अर्थ महिलाओं की श्रेष्ठता है।",इस शब्द का अर्थ लिंगों के बीच समानता है। महिलाओं के लिए श्रेष्ठता नहीं।
3186,"If a woman wants an abortion, she is a bitch.","I don't know about you, but I think only a woman should have to choose whether or not she wants an abortion for herself. If a woman wants an abortion she should get one from a qualified medical professional.",WOMEN,V6_sbf,"अगर एक महिला गर्भपात चाहती है, तो वह एक कुतिया है।","मैं आपके बारे में नहीं जानता, लेकिन मुझे लगता है कि केवल एक महिला को यह चुनना चाहिए कि वह खुद के लिए गर्भपात चाहती है या नहीं। यदि एक महिला गर्भपात चाहती है तो उसे एक योग्य चिकित्सा पेशेवर से एक मिलना चाहिए।"
3187,Women shouldn't be treated as humans: they are all bitches.,"So you believe that all women are essentially the same? The human rights of individual women should be respected, don't you think?",WOMEN,V6_sbf,महिलाओं को मनुष्यों के रूप में नहीं माना जाना चाहिए: वे सभी कुतिया हैं।,"तो आप मानते हैं कि सभी महिलाएं अनिवार्य रूप से समान हैं? व्यक्तिगत महिलाओं के मानवाधिकारों का सम्मान किया जाना चाहिए, क्या आपको नहीं लगता?"
3188,Women are just worthless children,Women are people too! They have the same rights as men do!,WOMEN,V6_sbf,महिलाएं सिर्फ बेकार बच्चे हैं,महिलाएं भी लोग हैं! उनके पास वही अधिकार हैं जैसे कि पुरुष करते हैं!
3189,Women have no value in a man's life.,"They're people just like you and me, they have feelings and thoughts and that's what counts.",WOMEN,V6_sbf,महिलाओं के जीवन में महिलाओं का कोई मूल्य नहीं है।,"वे आप और मेरे जैसे लोग हैं, उनके पास भावनाएं और विचार हैं और यही मायने रखता है।"
3190,Women are nothing but trouble. They should stay home and raise their children.,Women are human beings with human rights. They have the same responsibilities as any other human beings.,WOMEN,V6_sbf,महिलाएं परेशानी के अलावा कुछ नहीं हैं। उन्हें घर पर रहना चाहिए और अपने बच्चों की परवरिश करनी चाहिए।,महिलाएं मानव अधिकारों के साथ इंसान हैं। उनके पास किसी भी अन्य इंसान के समान जिम्मेदारियां हैं।
3191,No one should honor or respect women. They don't deserve it.,"We have a legal and policy framework that ""enables"" us to do so. If women are being victims of sexual abuse and violence, then it is also our responsibility to address this situation and put an end to it.",WOMEN,V6_sbf,किसी को भी महिलाओं का सम्मान या सम्मान नहीं करना चाहिए। वे इसके लायक नहीं हैं।,"हमारे पास एक कानूनी और नीतिगत ढांचा है जो हमें ऐसा करने में सक्षम बनाता है। यदि महिलाएं यौन शोषण और हिंसा का शिकार हो रही हैं, तो इस स्थिति को संबोधित करना और इसे समाप्त करना भी हमारी जिम्मेदारी है।"
3192,"Women are basically childlike, they remain this way most of their lives. Soft and emotional. It has devastated our once great patriarchal civilizations.",We are all guilty of this in our societies: patriarchy and sexism. But the problem with patriarchy and sexism is that they enable its perpetrators to remain unchallenged. They allow women to remain voiceless. They enable individuals to remain insulated from the real world. This is when all is lost. We cannot allow this to continue.,WOMEN,V6_sbf,"महिलाएं मूल रूप से बचपन की तरह हैं, वे इस तरह से अपने जीवन के अधिकांश हिस्सों में बनी हुई हैं। नरम और भावनात्मक। इसने हमारी एक बार महान पितृसत्तात्मक सभ्यताओं को तबाह कर दिया है।",हम सभी अपने समाजों में इसके दोषी हैं: पितृसत्ता और सेक्सिज्म। लेकिन पितृसत्ता और सेक्सिज्म के साथ समस्या यह है कि वे इसके अपराधियों को अप्रकाशित रहने में सक्षम बनाते हैं। वे महिलाओं को ध्वनिहीन रहने की अनुमति देते हैं। वे व्यक्तियों को वास्तविक दुनिया से अछूता रहने में सक्षम बनाते हैं। यह तब है जब सब खो जाता है। हम इसे जारी रखने की अनुमति नहीं दे सकते।
