INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION,HATE_SPEECH_Beng,Counter_SPEECH_Beng
4757,Gay marriage is a way to bring back slavery and oppression.,Why do you think it would bring back slavery and oppression? What exactly is the connection between the marriage of homosexual people and the oppression you are talking about?,LGBT+,V6_mix,সমকামী বিবাহ দাসত্ব ও নিপীড়ন ফিরিয়ে আনার একটি উপায়।,আপনি কেন মনে করেন যে এটি দাসত্ব ও নিপীড়ন ফিরিয়ে আনবে? সমকামী মানুষের বিবাহ এবং আপনি যে নিপীড়নের কথা বলছেন তার মধ্যে ঠিক কী?
4759,"I don't care if you are a man or a woman. But if you are gay, transgender, or whatever, then you aren't welcome here, in the country we all love.","We are all equal before the law, and I don't think you can say that they are any less than a person, regardless of their sexual orientation.",LGBT+,V6_mix,"আপনি পুরুষ বা মহিলা কিনা তা আমি চিন্তা করি না। তবে আপনি যদি সমকামী, হিজড়া বা যাই হোক না কেন, তবে আপনাকে এখানে স্বাগত জানানো হবে না, দেশে আমরা সকলেই ভালবাসি।","আইনের আগে আমরা সকলেই সমান, এবং আমি মনে করি না যে আপনি বলতে পারেন যে তারা তাদের যৌন দৃষ্টিভঙ্গি নির্বিশেষে কোনও ব্যক্তির চেয়ে কম।"
4762,LGBT+ people are a burden to society.,"LGBT+ people often face discrimination from their colleagues or even their families, which is not just hard to bear, it can have a devastating impact on individuals.",LGBT+,V6_mix,এলজিবিটি+ মানুষ সমাজের বোঝা।,"এলজিবিটি+ লোকেরা প্রায়শই তাদের সহকর্মীদের বা এমনকি তাদের পরিবারগুলির সাথে বৈষম্যের মুখোমুখি হয়, যা কেবল সহ্য করা শক্ত নয়, এটি ব্যক্তিদের উপর একটি ধ্বংসাত্মক প্রভাব ফেলতে পারে।"
4763,Lesbian women are lustful.,"Are you really sure that the same couldn't be said for anyone else? What makes them so, in your opinion?",LGBT+,V6_mix,লেসবিয়ান মহিলারা লম্পট।,আপনি কি সত্যিই নিশ্চিত যে অন্য কারও জন্য একই কথা বলা যায় না? আপনার মতে তাদের কী করে?
4766,LGBT+ people are a burden to society.,Why should it be like that? How can you blame others for social problems?,LGBT+,V6_mix,এলজিবিটি+ মানুষ সমাজের বোঝা।,কেন এমন হওয়া উচিত? সামাজিক সমস্যার জন্য আপনি কীভাবে অন্যকে দোষ দিতে পারেন?
4768,Lesbians are basically child molesters.,"Rape is always a crime but is not related to sexual orientation, nor gender. Most women are not child molesters, and most men are not child molesters either.",LGBT+,V6_mix,লেসবিয়ানরা মূলত শিশু শ্লীলতাহানকারী।,ধর্ষণ সর্বদা একটি অপরাধ তবে এটি যৌন দৃষ্টিভঙ্গি বা লিঙ্গ সম্পর্কিত নয়। বেশিরভাগ মহিলা শিশু শ্লীলতাহানকারী নন এবং বেশিরভাগ পুরুষরাও শ্লীলতাহানকারী নন।
4769,People who engage in same sex relationships are often a lie. This is proof that love can only come from between a man and a woman.,"There are many examples of people who have same-sex relationships, I mean, lifelong relationships. This does mean, for example, that love can come from between a woman and a woman too.",LGBT+,V6_mix,একই যৌন সম্পর্কের সাথে জড়িত লোকেরা প্রায়শই মিথ্যা। এটি প্রমাণ যে প্রেম কেবল একজন পুরুষ এবং একজন মহিলার মধ্যে থেকেই আসতে পারে।,"সমকামী সম্পর্ক রয়েছে এমন অনেক লোকের উদাহরণ রয়েছে, আমি বলতে চাইছি আজীবন সম্পর্ক। এর অর্থ এই নয়, উদাহরণস্বরূপ, প্রেম কোনও মহিলা এবং একজন মহিলার মধ্যে থেকেও আসতে পারে।"
4770,"I don't like gays, I don't want to be around them. I want to watch them thrown in jail.",We should treat everyone as if they came from our same family. LGBT+ people are not different.,LGBT+,V6_mix,"আমি সমকামী পছন্দ করি না, আমি তাদের চারপাশে থাকতে চাই না। আমি তাদের কারাগারে ফেলে দেখতে চাই।",আমাদের প্রত্যেকের সাথে এমন আচরণ করা উচিত যেন তারা আমাদের একই পরিবার থেকে এসেছিল। এলজিবিটি+ মানুষ আলাদা নয়।
4771,Gay men have abnormal sex.,"I do not know the person you are talking about, but I would not use the term ""abnormal"" to describe homosexuality. I can assure you that it's not that simple.",LGBT+,V6_mix,সমকামী পুরুষদের অস্বাভাবিক যৌনতা রয়েছে।,"আপনি যে ব্যক্তির কথা বলছেন তার আমি জানি না, তবে সমকামিতা বর্ণনা করার জন্য আমি ""অস্বাভাবিক"" শব্দটি ব্যবহার করব না। আমি আপনাকে আশ্বাস দিতে পারি যে এটি এত সহজ নয়।"
4781,Gay men are a burden to society.,"The stereotype that gay people are inherently bad for society is sometimes perpetuated by the media, but is not backed up by scientific studies.",LGBT+,V6_mix,সমকামী পুরুষরা সমাজের বোঝা।,"সমকামী ব্যক্তিরা সমাজের জন্য সহজাতভাবে খারাপ যে স্টেরিওটাইপটি কখনও কখনও মিডিয়া দ্বারা স্থায়ী হয়, তবে বৈজ্ঞানিক গবেষণায় এটি সমর্থন করে না।"
4783,"Faggots moved to the UK,to have a job and provide for their perversions. But I want to protect my family.",We all have the opportunity to work in this country. LGBT+ individuals should not be disadvantaged in doing so.,other,V6_mix,"ফাগটস যুক্তরাজ্যে চলে গেছে, একটি চাকরি পেতে এবং তাদের বিকৃতি সরবরাহ করতে। তবে আমি আমার পরিবারকে রক্ষা করতে চাই।",আমাদের সকলের এই দেশে কাজ করার সুযোগ রয়েছে। এলজিবিটি+ ব্যক্তিদের এটি করতে সুবিধাবঞ্চিত করা উচিত নয়।
4787,Immigration is bad for the economy.,Immigration can be good for the economy: the greatest challenge is to integrate those who are misfortunate and aren't born here.,MIGRANTS,V6_mix,ইমিগ্রেশন অর্থনীতির পক্ষে খারাপ।,ইমিগ্রেশন অর্থনীতির পক্ষে ভাল হতে পারে: সবচেয়ে বড় চ্যালেঞ্জ হ'ল যারা দুর্ভাগ্যজনক এবং এখানে জন্মগ্রহণ করেন না তাদের সংহত করা।
4788,Migrants hurt the economy of UK.,Migrants in Britain contributed £26.9 billion to the economy in 2016.,MIGRANTS,V6_mix,অভিবাসীরা যুক্তরাজ্যের অর্থনীতিতে আঘাত করেছে।,ব্রিটেনের অভিবাসীরা ২০১ 2016 সালে অর্থনীতিতে 26.9 বিলিয়ন ডলার অবদান রেখেছিল।
4793,Refugees are abusing our welfare system!,"People coming from poor and dangerous countries should be prioritized for resettlement within the welfare system. This is exactly what the law states, which is not abusable.",MIGRANTS,V6_mix,শরণার্থীরা আমাদের কল্যাণ ব্যবস্থাকে অপব্যবহার করছে!,"দরিদ্র ও বিপজ্জনক দেশগুলি থেকে আগত লোকদের কল্যাণ ব্যবস্থার মধ্যে পুনর্বাসনের জন্য অগ্রাধিকার দেওয়া উচিত। আইনটি ঠিক এটাই বলে, যা আপত্তিজনক নয়।"
4796,Immigrants don't deserve healthcare.,Do you think that migrants would have be better off without a healthcare system? It's inhuman to prevent migrants and refugees from accessing healthcare.,MIGRANTS,V6_mix,অভিবাসীরা স্বাস্থ্যসেবা প্রাপ্য নয়।,আপনি কি মনে করেন যে স্বাস্থ্যসেবা ব্যবস্থা ছাড়া অভিবাসীরা আরও ভাল হত? অভিবাসী এবং শরণার্থীদের স্বাস্থ্যসেবা অ্যাক্সেস থেকে বিরত রাখা অমানবিক।
4800,Migrants are a burden to us.,Migrants come here to work and pay taxes. They don't deserve to be called 'a burden'.,MIGRANTS,V6_mix,অভিবাসীরা আমাদের কাছে বোঝা।,অভিবাসীরা এখানে কাজ করতে এবং কর প্রদান করতে আসে। তারা 'বোঝা' বলার যোগ্য নয়।
4802,"There are so many migrants like a flood entering the U.S. today, it is a problem we cannot cope with.","To say there are so many migrants entering the U.S. is just false. And what do you mean by ""we cannot cope with""?",MIGRANTS,V6_mix,"আজ মার্কিন যুক্তরাষ্ট্রে বন্যার মতো অনেক অভিবাসী রয়েছে, এটি এমন একটি সমস্যা যা আমরা মোকাবেলা করতে পারি না।","মার্কিন যুক্তরাষ্ট্রে প্রবেশ করা অনেক অভিবাসী কেবল মিথ্যা। এবং ""আমরা মোকাবেলা করতে পারি না"" বলতে কী বোঝাতে চাইছেন?"
4805,"Migrants are not welcome in our country, they are not welcome here.",The vast majority of migrants are granted citizenship as soon as they have lived in the country for at least three years. They should be considered as citizens regardless of their country of origin.,MIGRANTS,V6_mix,"আমাদের দেশে অভিবাসীরা স্বাগত নয়, তারা এখানে স্বাগত নয়।",কমপক্ষে তিন বছর ধরে দেশে বসবাস করার সাথে সাথে অভিবাসীদের বিশাল সংখ্যাগরিষ্ঠ নাগরিকত্ব প্রদান করা হয়। তাদের উত্স দেশ নির্বিশেষে তাদের নাগরিক হিসাবে বিবেচনা করা উচিত।
4808,Immigrants steal our jobs.,Many immigrants have worked hard for the success of our country and for their integration. To suggest that they steal our jobs is just an attempt to divide society.,MIGRANTS,V6_mix,অভিবাসীরা আমাদের কাজ চুরি করে।,অনেক অভিবাসী আমাদের দেশের সাফল্যের জন্য এবং তাদের সংহতকরণের জন্য কঠোর পরিশ্রম করেছেন। তারা আমাদের চাকরি চুরি করে এমন পরামর্শ দেওয়া কেবল সমাজকে বিভক্ত করার চেষ্টা।
4811,Migrants rape our children.,What kind of a statement is that? How can you say something like that?,MIGRANTS,V6_mix,অভিবাসীরা আমাদের বাচ্চাদের ধর্ষণ করে।,এটা কি ধরনের বিবৃতি? আপনি কিভাবে এরকম কিছু বলতে পারেন?
4812,Migrants from Muslim countries are a problem.,Many migrants come here as young people seeking a better future. This is not a problem.,other,V6_mix,মুসলিম দেশগুলির অভিবাসীরা একটি সমস্যা।,অনেক অভিবাসী এখানে আরও ভাল ভবিষ্যতের সন্ধানকারী যুবক হিসাবে এখানে আসে। এটা কোন সমস্যা না।
4817,Muslims are spreading cancer all around the world.,"What report are you referring to, about the incidence of cancer around the world? Muslims are not to blame, there is no relation between Islam and cancer.",MUSLIMS,V6_mix,মুসলমানরা বিশ্বজুড়ে ক্যান্সার ছড়িয়ে দিচ্ছে।,"বিশ্বজুড়ে ক্যান্সারের ঘটনা সম্পর্কে আপনি কোন প্রতিবেদন উল্লেখ করছেন? মুসলমানদের দোষ দেওয়া উচিত নয়, ইসলাম ও ক্যান্সারের মধ্যে কোনও সম্পর্ক নেই।"
4831,Muslim folks are homophobic.,Muslims are just as much victims of hate crime and discrimination. You don't have to be queer to be a victim of hate.,MUSLIMS,V6_mix,মুসলিম লোকেরা সমকামী।,মুসলমানরা ঠিক ততটা ঘৃণ্য অপরাধ ও বৈষম্যের শিকার। ঘৃণার শিকার হওয়ার জন্য আপনাকে কৌতুকপূর্ণ হতে হবে না।
4836,Muslim folks are brainwashed.,Lots of Muslims are actually very well educated and highly rational.,MUSLIMS,V6_mix,মুসলিম লোকেরা ব্রেইন ওয়াশ করা হয়।,প্রচুর মুসলমান আসলে খুব সুশিক্ষিত এবং অত্যন্ত যুক্তিযুক্ত।
4837,"We are not accepting Muslims, some of us have never even met a muslim.",One of the biggest problems we as a country face is how to balance diversity and inclusion.,MUSLIMS,V6_mix,"আমরা মুসলমানদের গ্রহণ করছি না, আমাদের মধ্যে কেউ কেউ কখনও কোনও মুসলমানের সাথে দেখা করতে পারেনি।",দেশ হিসাবে আমরা সবচেয়ে বড় সমস্যাগুলির মধ্যে একটি হ'ল কীভাবে বৈচিত্র্য এবং অন্তর্ভুক্তির ভারসাম্য বজায় রাখা যায়।
4839,Muslim folks are inhuman.,The tendency to regard others as lesser than ourselves takes us one step closer to the next act of genocide.,MUSLIMS,V6_mix,মুসলিম লোকেরা অমানবিক।,অন্যকে আমাদের চেয়ে কম হিসাবে বিবেচনা করার প্রবণতা আমাদের গণহত্যার পরবর্তী আইনটির এক ধাপ কাছাকাছি নিয়ে যায়।
4851,"Black people are here illegally, and still they have the gall to want to take our money.",Migrants and asylum seekers are generally seeking work. Thieves can come from any section of society although it is accepted that crime is largely as product of poverty rather than race.,POC,V6_mix,"কৃষ্ণাঙ্গ লোকেরা এখানে অবৈধভাবে রয়েছে, এবং এখনও আমাদের অর্থ নিতে চাইলে তাদের পিত্ত রয়েছে।",অভিবাসী এবং আশ্রয় প্রার্থীরা সাধারণত কাজ খুঁজছেন। চোররা সমাজের যে কোনও অংশ থেকে আসতে পারে যদিও এটি গৃহীত হয় যে অপরাধটি মূলত বর্ণের চেয়ে দারিদ্র্যের ফলস্বরূপ।
4853,"If you want a house, I can afford it for you. If you want to work, I can employ you. If you want education, I can provide for you. But if you want to live in a better society, you must pay the price for your skin color, don't complain and remain humble.","People of colour are often denied houses, jobs, or education. Everyone should be given an opportunity.",POC,V6_mix,"আপনি যদি একটি বাড়ি চান তবে আমি এটি আপনার জন্য বহন করতে পারি। আপনি যদি কাজ করতে চান তবে আমি আপনাকে নিয়োগ করতে পারি। আপনি যদি শিক্ষা চান তবে আমি আপনার জন্য সরবরাহ করতে পারি। তবে আপনি যদি আরও ভাল সমাজে থাকতে চান তবে আপনাকে অবশ্যই আপনার ত্বকের রঙের জন্য মূল্য দিতে হবে, অভিযোগ করবেন না এবং নম্র থাকবেন না।","রঙের মানুষকে প্রায়শই বাড়ি, চাকরি বা শিক্ষা অস্বীকার করা হয়। প্রত্যেককে একটি সুযোগ দেওয়া উচিত।"
4857,Black folks do not deserve equal rights.,"There is no such thing as ""black or white"" rights.",POC,V6_mix,কালো লোকেরা সমান অধিকারের প্রাপ্য নয়।,"""কালো বা সাদা"" অধিকারের মতো কোনও জিনিস নেই।"
4858,I'm tired of hearing that white supremacy is bad.,Can you specify what you are talking about?,POC,V6_mix,আমি শুনে ক্লান্ত হয়ে পড়েছি যে সাদা আধিপত্য খারাপ।,আপনি যা বলছেন তা নির্দিষ্ট করতে পারেন?
4863,Black folks are natural-born thieves.,There is no evidence to support this.,POC,V6_mix,কালো লোকেরা প্রাকৃতিক জন্মগ্রহণকারী চোর।,এটি সমর্থন করার কোনও প্রমাণ নেই।
4866,"If you have a criminal record, you will not get a job. This is why all black people are unemployed.","The reality is that there are many job listings that claim they are inclusive, but in the end employ whites only.",POC,V6_mix,আপনার যদি কোনও ফৌজদারি রেকর্ড থাকে তবে আপনি কোনও চাকরি পাবেন না। এই কারণেই সমস্ত কৃষ্ণাঙ্গ মানুষ বেকার।,বাস্তবতাটি হ'ল অনেকগুলি কাজের তালিকা রয়েছে যা দাবি করে যে তারা অন্তর্ভুক্ত রয়েছে তবে শেষ পর্যন্ত কেবল শ্বেতকে নিয়োগ দেয়।
4869,"I hate black people, I hate their violent behaviour, I hate their rape instict, and I hate their disrespect for women.","You should consider the attitude of your own people, as your words seem to me to be counterbalanced by a lot of prejudice towards diversity.",POC,V6_mix,"আমি কালো মানুষকে ঘৃণা করি, আমি তাদের সহিংস আচরণকে ঘৃণা করি, আমি তাদের ধর্ষণের অনুপ্রেরণা ঘৃণা করি এবং আমি মহিলাদের প্রতি তাদের অসম্মানকে ঘৃণা করি।","আপনার নিজের লোকদের মনোভাব বিবেচনা করা উচিত, কারণ আপনার কথাগুলি আমার কাছে বৈচিত্র্যের প্রতি প্রচুর কুসংস্কার দ্বারা ভারসাম্যহীন বলে মনে হয়।"
4871,"I hate black people, I hate their violent behaviour, I hate their rape, and I hate their disrespect for women.","You can't generalise about a whole race based on stereotypes and prejudice, because that's not how things work.",POC,V6_mix,"আমি কালো মানুষকে ঘৃণা করি, আমি তাদের সহিংস আচরণকে ঘৃণা করি, আমি তাদের ধর্ষণকে ঘৃণা করি এবং আমি মহিলাদের প্রতি তাদের অসম্মানকে ঘৃণা করি।","আপনি স্টেরিওটাইপস এবং কুসংস্কারের উপর ভিত্তি করে পুরো জাতি সম্পর্কে সাধারণীকরণ করতে পারবেন না, কারণ জিনিসগুলি কীভাবে কাজ করে তা নয়।"
4875,Women are just emotional psychopaths.,"Women are just as capable of feeling emotions as men, and men can likewise be just as empathic.",WOMEN,V6_mix,মহিলারা কেবল সংবেদনশীল সাইকোপ্যাথ।,মহিলারা পুরুষদের মতোই আবেগ অনুভব করতে সক্ষম এবং পুরুষরা একইভাবে যেমন সহানুভূতিশীল হতে পারে।
4879,Feminism is a bad ideology that should be replaced by capitalism.,"Yes, so is capitalism per se more likely to provide for all the discriminated-against populations? And why do you think that the concept of 'feminism' is harmful?",WOMEN,V6_mix,নারীবাদ একটি খারাপ আদর্শ যা পুঁজিবাদ দ্বারা প্রতিস্থাপিত হওয়া উচিত।,"হ্যাঁ, কি প্রতি পুঁজিবাদ কি সমস্ত বৈষম্যমূলক-আবার জনগোষ্ঠীর জন্য সরবরাহ করার সম্ভাবনা বেশি? এবং আপনি কেন ভাবেন যে 'নারীবাদ' ধারণাটি ক্ষতিকারক?"
4881,"This female is a bitch, she is a slut and she is not worth listening to.",Perhaps we should have a look at what women have to say about this topic rather than perpetuating sexist stereotypes.,WOMEN,V6_mix,"এই মহিলা একটি দুশ্চরিত্রা, তিনি বেশ্যা এবং তিনি শোনার মতো নন।",যৌনতাবাদী স্টেরিওটাইপগুলি স্থায়ী করার পরিবর্তে এই বিষয় সম্পর্কে নারীদের কী বলতে হবে তা আমাদের অবশ্যই নজর রাখা উচিত।
4882,Women should not have rights over their bodies.,"Women are human, just like everybody else. They have the right to live their life as they wish.",WOMEN,V6_mix,মহিলাদের দেহের উপর অধিকার থাকা উচিত নয়।,মহিলারা অন্য সবার মতোই মানুষ। তাদের ইচ্ছামত তাদের জীবনযাপন করার অধিকার তাদের রয়েছে।
4889,Feminism is a divisive force in our society.,Feminism is not a divisive force. The fact is that women are in fact just as capable of understanding as men.,WOMEN,V6_mix,নারীবাদ আমাদের সমাজে একটি বিভাজক শক্তি।,নারীবাদ কোনও বিভাজক শক্তি নয়। আসল বিষয়টি হ'ল মহিলারা আসলে পুরুষদের মতোই বুঝতে সক্ষম।
4893,"Women are, honestly, objects for men's sexual gratification.",Women are human beings. They deserve respect and human rights.,WOMEN,V6_mix,"মহিলারা সত্যই, পুরুষদের যৌন তৃপ্তির জন্য বস্তু।",মহিলারা মানুষ। তারা শ্রদ্ধা এবং মানবাধিকার প্রাপ্য।
4897,Women are the cause of every problem in the world and should be oppressed.,"Well, of course women can cause problems, but so can men. It seems to me that you're confused.",WOMEN,V6_mix,মহিলারা বিশ্বের প্রতিটি সমস্যার কারণ এবং নিপীড়িত হওয়া উচিত।,"ঠিক আছে, অবশ্যই মহিলারা সমস্যা সৃষ্টি করতে পারে তবে পুরুষরাও তাই করতে পারেন। আমার কাছে মনে হচ্ছে আপনি বিভ্রান্ত।"
4898,Women should obey to their husbands.,"Women are obliged to obey the laws and rules of society, just as men are obliged to obey the laws and rules of society. Not to their partners'.",WOMEN,V6_mix,মহিলাদের তাদের স্বামীদের মেনে চলতে হবে।,"মহিলারা সমাজের আইন ও বিধি মেনে চলতে বাধ্য, যেমন পুরুষরা সমাজের আইন ও বিধি মেনে চলতে বাধ্য। তাদের অংশীদারদের কাছে নয় '।"
4900,Women are inherently subhuman and should not be valued.,"That is just not true. There are many women who are brave and strong, and I respect them for that. What's more, there is also a movement called #MeToo, which is dedicated to giving voice to women who have suffered from sexual harassment.",WOMEN,V6_mix,মহিলারা সহজাতভাবে সাবহিউম্যান এবং মূল্যবান হওয়া উচিত নয়।,"যে শুধু সত্য নয়। অনেক মহিলা আছেন যারা সাহসী এবং শক্তিশালী এবং আমি তাদের জন্য তাদের সম্মান করি। আরও কী, #MeToo নামে একটি আন্দোলনও রয়েছে, যা যৌন হয়রানির শিকার মহিলাদেরকে কণ্ঠ দেওয়ার জন্য উত্সর্গীকৃত।"
4903,"We need to put an end to Down Syndrome in the UK, otherwise we are doomed to genetic and social decline.","While it's true that some people with Down Syndrome may face challenges, there are also many of them in the UK who would be classed as individuals with a 'normal' social life. To suggest that there are any reasons why someone should be banned is just wrong.",DISABLED,V6_mix,"আমাদের যুক্তরাজ্যে ডাউন সিনড্রোমের অবসান ঘটাতে হবে, অন্যথায় আমরা জেনেটিক এবং সামাজিক অবক্ষয়ের জন্য ধ্বংসপ্রাপ্ত।","যদিও এটি সত্য যে ডাউন সিনড্রোমযুক্ত কিছু লোক চ্যালেঞ্জের মুখোমুখি হতে পারে, তবে যুক্তরাজ্যে তাদের মধ্যে অনেকেই রয়েছেন যারা 'সাধারণ' সামাজিক জীবনের ব্যক্তি হিসাবে শ্রেণিবদ্ধ হবেন। কাউকে নিষিদ্ধ করার কারণ রয়েছে এমন কোনও কারণ রয়েছে তা কেবল ভুল।"
4906,"Down syndrome is a problem for everybody, it is a disability that can't be cured. The sooner we get rid of it the better it will be for everybody.","People with Down syndrome should have the chance to live full lives as they wish, without facing this discrimination.",DISABLED,V6_mix,"ডাউন সিনড্রোম প্রত্যেকের জন্য একটি সমস্যা, এটি একটি অক্ষমতা যা নিরাময় করা যায় না। যত তাড়াতাড়ি আমরা এ থেকে মুক্তি পেলাম তা সবার পক্ষে আরও ভাল হবে।",ডাউন সিনড্রোমযুক্ত লোকদের এই বৈষম্যের মুখোমুখি না হয়ে তাদের ইচ্ছামতো পূর্ণ জীবনযাপন করার সুযোগ থাকা উচিত।
4909,mentally disabled people are anti-social,"Although some individuals who score below average on tests of IQ may demonstrate lower empathy abilities, there is evidence that for some conditions (e.g. Williams syndrome) there is higher signaling of concern and compassion than neurotypical subjects.",DISABLED,V6_mix,মানসিকভাবে অক্ষম লোকেরা অসামাজিক,"যদিও কিছু ব্যক্তি যারা আইকিউর পরীক্ষায় গড়ের নিচে স্কোর করেন তারা কম সহানুভূতির দক্ষতা প্রদর্শন করতে পারেন, এমন প্রমাণ রয়েছে যে কিছু শর্তের জন্য (উদাঃ উইলিয়ামস সিনড্রোম) নিউরোটাইপিকাল বিষয়গুলির চেয়ে উদ্বেগ এবং করুণার উচ্চতর সংকেত রয়েছে।"
4914,disabled folks can't work.,"Don't be so negative. There are different types of physical disabilities, ranging from neurologic to genetic. That is why they are categorized by the WHO: so that anyone can find their place in society and help it thrive.",DISABLED,V6_mix,অক্ষম লোকেরা কাজ করতে পারে না।,এত নেতিবাচক হবেন না। নিউরোলজিক থেকে জেনেটিক পর্যন্ত বিভিন্ন ধরণের শারীরিক অক্ষমতা রয়েছে। এ কারণেই তাদের ডাব্লুএইচও দ্বারা শ্রেণিবদ্ধ করা হয়েছে: যাতে যে কেউ সমাজে তাদের স্থান খুঁজে পেতে পারে এবং এটি সমৃদ্ধ করতে সহায়তা করতে পারে।
4915,disabled: they should not be allowed to work.,"The law allows people with disabilities to work, but it doesn't make it mandatory. You might find that in some countries this rule is not followed, but this a problem of discrimination.",DISABLED,V6_mix,অক্ষম: তাদের কাজ করার অনুমতি দেওয়া উচিত নয়।,"আইনটি প্রতিবন্ধী ব্যক্তিদের কাজ করতে দেয় তবে এটি বাধ্যতামূলক করে না। আপনি দেখতে পাবেন যে কিছু দেশে এই নিয়মটি অনুসরণ করা হয় না, তবে এটি বৈষম্যের সমস্যা।"
4916,disabled: they should not be allowed to work.,"The disabled can work, and many countries offer them the right to work.",DISABLED,V6_mix,অক্ষম: তাদের কাজ করার অনুমতি দেওয়া উচিত নয়।,প্রতিবন্ধীরা কাজ করতে পারে এবং অনেক দেশ তাদের কাজের অধিকার দেয়।
4919,The only reason for Nazis to start WWII was to destroy the Jews. We should have let them finish their job.,"The threat of world annihilation by the Nazis was very real, it wasn't just about the Jews. Still the Holocaust was reason enough to stop them.",JEWS,V6_mix,ডাব্লুডাব্লুআইআই শুরু করার নাৎসিদের একমাত্র কারণ ছিল ইহুদিদের ধ্বংস করা। আমাদের তাদের কাজ শেষ করা উচিত ছিল।,"নাৎসিদের দ্বারা বিশ্ব ধ্বংসের হুমকি খুব বাস্তব ছিল, এটি কেবল ইহুদিদের সম্পর্কে ছিল না। তবুও হলোকাস্ট তাদের থামানোর যথেষ্ট কারণ ছিল।"
4920,Jews were the real cause of WWII.,"The idea that the Holocaust was caused by the Jews is simply wrong. The majority of Jews were forced to flee, those who stayed did not participate in the Nazi regime, so they were gassed to death. The persecution of Jews, as well as the physical and ideological violence they underwent, was a natural consequence of the failure of the state to uphold its legal obligations to them and to face an ideology of death and oppression.",JEWS,V6_mix,ইহুদিরা ডাব্লুডাব্লুআইআইয়ের আসল কারণ ছিল।,"ইহুদিদের দ্বারা হলোকাস্টের সৃষ্ট ধারণাটি কেবল ভুল। বেশিরভাগ ইহুদি পালিয়ে যেতে বাধ্য হয়েছিল, যারা অবস্থান করেছিলেন তারা নাৎসি সরকারে অংশ নেননি, তাই তাদের মৃত্যু হয়েছিল। ইহুদিদের উপর অত্যাচার, পাশাপাশি তারা যে শারীরিক ও আদর্শিক সহিংসতা অর্জন করেছিল, তা ছিল রাষ্ট্রের তাদের আইনী বাধ্যবাধকতাগুলি তাদের প্রতি তাদের আইনী বাধ্যবাধকতাগুলি সমর্থন করতে এবং মৃত্যু ও নিপীড়নের আদর্শের মুখোমুখি হতে ব্যর্থতার একটি প্রাকৃতিক পরিণতি।"
4922,Jewish folks are the real antisemite.,I can't find a single example of a case where a Jew has been 'antisemite' to their culture. That would be so paradoxical. I think it's just a myth being spread to justify discrimination.,JEWS,V6_mix,ইহুদি লোকেরা আসল অ্যান্টিসেমাইট।,আমি এমন একটি মামলার একটি উদাহরণ খুঁজে পাচ্ছি না যেখানে কোনও ইহুদি তাদের সংস্কৃতিতে 'অ্যান্টিসেমাইট' হয়েছে। এটা এত প্যারাডক্সিকাল হবে। আমি মনে করি বৈষম্যকে ন্যায়সঙ্গত করার জন্য এটি কেবল একটি কল্পকাহিনী ছড়িয়ে পড়েছে।
4926,Jews allegedly deported in concentration camps were just actors hired to discredit Nazis.,Can you point out which Jewish people that have been to a concentration camp are actors?,JEWS,V6_mix,কনসেন্ট্রেশন ক্যাম্পগুলিতে নির্বাসিত ইহুদিরা কেবল নাৎসিদের কুখ্যাত করার জন্য অভিনেতা ছিলেন।,আপনি কি উল্লেখ করতে পারেন যে কোন ইহুদি লোকেরা একাগ্রতা শিবিরে গিয়েছিল তারা অভিনেতা?
4929,"Jews control the world's news media, Hollywood, the highest offices of education and most important of all, the highest courts of law.","In principle, Jewish people are part of the system since they have citizenship, but in practice they are often treated as if they are not our fellow countrymen. The problem is not just about Jewish people, but about the overall attitude towards people of other religions.",JEWS,V6_mix,"ইহুদিরা বিশ্বের নিউজ মিডিয়া, হলিউড, শিক্ষার সর্বোচ্চ অফিস এবং সর্বোপরি গুরুত্বপূর্ণ, আইনের সর্বোচ্চ আদালত নিয়ন্ত্রণ করে।","নীতিগতভাবে, ইহুদি লোকেরা তাদের নাগরিকত্ব হওয়ায় সিস্টেমের অংশ, তবে বাস্তবে তাদের প্রায়শই এমন আচরণ করা হয় যেন তারা আমাদের সহকর্মী নয়। সমস্যাটি কেবল ইহুদিদের সম্পর্কে নয়, অন্যান্য ধর্মের মানুষের প্রতি সামগ্রিক মনোভাব সম্পর্কে।"
4932,If homosexuals want to change they should go to a conversion therapy where they are constantly taught to love themselves and other people.,It is not necessary to change their sexuality to love themselves and others. We just need to accept their right to love whoever they want.,LGBT+,V6_mix,যদি সমকামীরা পরিবর্তন করতে চায় তবে তাদের একটি রূপান্তর থেরাপিতে যেতে হবে যেখানে তাদের ক্রমাগত নিজের এবং অন্যান্য লোকদের ভালবাসতে শেখানো হয়।,নিজের এবং অন্যকে ভালবাসার জন্য তাদের যৌনতা পরিবর্তন করার প্রয়োজন হয় না। তারা যে কেউ চায় তার ভালবাসার তাদের অধিকার আমাদের কেবল গ্রহণ করতে হবে।
